L1Bit,L1SeedName,pre-scale0,rate0,error_rate0,pure0,propotional0,Type,PAG,Comment
0,L1_SingleMuCosmics,0,0,0,0,0,
1,L1_SingleMuCosmics_BMTF,0,0,0,0,0,
2,L1_SingleMuCosmics_OMTF,0,0,0,0,0,
3,L1_SingleMuCosmics_EMTF,0,0,0,0,0,
4,L1_SingleMuOpen,63000,28.9327,20.4585,28.9327,28.9327,
5,L1_SingleMu0_DQ,0,0,0,0,0,
6,L1_SingleMu0_BMTF,0,0,0,0,0,
7,L1_SingleMu0_OMTF,0,0,0,0,0,
8,L1_SingleMu0_EMTF,0,0,0,0,0,
9,L1_SingleMu3,22000,43.399,25.0564,43.399,43.399,
10,L1_SingleMu5,1700,173.596,50.1129,159.13,166.363,
11,L1_SingleMu7_DQ,0,0,0,0,0,
12,L1_SingleMu7,200,593.12,92.6298,549.721,562.259,
13,L1_SingleMu12_DQ_BMTF,0,0,0,0,0,
14,L1_SingleMu12_DQ_OMTF,0,0,0,0,0,
15,L1_SingleMu12_DQ_EMTF,0,0,0,0,0,
16,L1_SingleMu15_DQ,1300,0,0,0,0,
17,L1_SingleMu18,210,43.399,25.0564,0,7.83594,
18,L1_SingleMu20,0,0,0,0,0,
19,L1_SingleMu22,1,5844.4,290.77,607.586,2698.5,
20,L1_SingleMu22_BMTF,0,0,0,0,0,
21,L1_SingleMu22_OMTF,0,0,0,0,0,
22,L1_SingleMu22_EMTF,0,0,0,0,0,
23,L1_SingleMu25,1,4759.43,262.396,0,1945,
25,L1_SingleMu6er1p5,0,0,0,0,0,
26,L1_SingleMu7er1p5,0,0,0,0,0,
27,L1_SingleMu8er1p5,0,0,0,0,0,
28,L1_SingleMu9er1p5,0,0,0,0,0,
29,L1_SingleMu10er1p5,0,0,0,0,0,
30,L1_SingleMu12er1p5,0,0,0,0,0,
31,L1_SingleMu14er1p5,0,0,0,0,0,
32,L1_SingleMu16er1p5,0,0,0,0,0,
33,L1_SingleMu18er1p5,0,0,0,0,0,
39,L1_DoubleMu0_OQ,0,0,0,0,0,
40,L1_DoubleMu0,0,0,0,0,0,
41,L1_DoubleMu0_SQ,1500,28.9327,20.4585,14.4663,16.0737,
